repetition,role,scheme,cell_id,subject_fold,video_fold,held_out_participants,held_out_videos,task,policy,raw_test_rows,retained_test_rows,test_low,test_high,test_both_classes,train_rows,retained_train_rows,train_low,train_high,train_both_classes
4,sensitivity,3x3,R04_S2_V1,2,1,P001;P004;P006;P007;P008;P009;P023;P028,Dangerous Minds;Life is beautiful;Scream;The Exorcist;There is something about Mary 2;When Harry met Sally,arousal,discard_midpoint,9,6,4,2,True,43,32,11,21,True
4,sensitivity,3x3,R04_S2_V1,2,1,P001;P004;P006;P007;P008;P009;P023;P028,Dangerous Minds;Life is beautiful;Scream;The Exorcist;There is something about Mary 2;When Harry met Sally,arousal,midpoint_as_low,9,9,7,2,True,43,43,22,21,True
4,sensitivity,3x3,R04_S2_V1,2,1,P001;P004;P006;P007;P008;P009;P023;P028,Dangerous Minds;Life is beautiful;Scream;The Exorcist;There is something about Mary 2;When Harry met Sally,arousal,midpoint_as_high,9,9,4,5,True,43,43,11,32,True
4,sensitivity,3x3,R04_S2_V2,2,2,P001;P004;P006;P007;P008;P009;P023;P028,Misery;Mr. Bean;The Champ;The Shining;The Visitors,valence,discard_midpoint,16,15,10,5,True,30,24,18,6,True
4,sensitivity,3x3,R04_S2_V2,2,2,P001;P004;P006;P007;P008;P009;P023;P028,Misery;Mr. Bean;The Champ;The Shining;The Visitors,valence,midpoint_as_low,16,16,11,5,True,30,30,24,6,True
4,sensitivity,3x3,R04_S2_V2,2,2,P001;P004;P006;P007;P008;P009;P023;P028,Misery;Mr. Bean;The Champ;The Shining;The Visitors,valence,midpoint_as_high,16,16,10,6,True,30,30,18,12,True
4,sensitivity,3x3,R04_S2_V2,2,2,P001;P004;P006;P007;P008;P009;P023;P028,Misery;Mr. Bean;The Champ;The Shining;The Visitors,arousal,discard_midpoint,16,12,7,5,True,30,26,14,12,True
4,sensitivity,3x3,R04_S2_V2,2,2,P001;P004;P006;P007;P008;P009;P023;P028,Misery;Mr. Bean;The Champ;The Shining;The Visitors,arousal,midpoint_as_low,16,16,11,5,True,30,30,18,12,True
4,sensitivity,3x3,R04_S2_V2,2,2,P001;P004;P006;P007;P008;P009;P023;P028,Misery;Mr. Bean;The Champ;The Shining;The Visitors,arousal,midpoint_as_high,16,16,7,9,True,30,30,14,16,True
4,sensitivity,3x3,R04_S2_V3,2,3,P001;P004;P006;P007;P008;P009;P023;P028,28 days later;Fish called Wanda;My girl;The Shining 2;There is something about Mary,valence,discard_midpoint,8,7,5,2,True,41,32,24,8,True
4,sensitivity,3x3,R04_S2_V3,2,3,P001;P004;P006;P007;P008;P009;P023;P028,28 days later;Fish called Wanda;My girl;The Shining 2;There is something about Mary,valence,midpoint_as_low,8,8,6,2,True,41,41,33,8,True
4,sensitivity,3x3,R04_S2_V3,2,3,P001;P004;P006;P007;P008;P009;P023;P028,28 days later;Fish called Wanda;My girl;The Shining 2;There is something about Mary,valence,midpoint_as_high,8,8,5,3,True,41,41,24,17,True
4,sensitivity,3x3,R04_S2_V3,2,3,P001;P004;P006;P007;P008;P009;P023;P028,28 days later;Fish called Wanda;My girl;The Shining 2;There is something about Mary,arousal,discard_midpoint,8,7,3,4,True,41,34,13,21,True
4,sensitivity,3x3,R04_S2_V3,2,3,P001;P004;P006;P007;P008;P009;P023;P028,28 days later;Fish called Wanda;My girl;The Shining 2;There is something about Mary,arousal,midpoint_as_low,8,8,4,4,True,41,41,20,21,True
4,sensitivity,3x3,R04_S2_V3,2,3,P001;P004;P006;P007;P008;P009;P023;P028,28 days later;Fish called Wanda;My girl;The Shining 2;There is something about Mary,arousal,midpoint_as_high,8,8,3,5,True,41,41,13,28,True
4,sensitivity,3x3,R04_S3_V1,3,1,P002;P003;P005;P013;P014;P017;P022;P025,Dangerous Minds;Life is beautiful;Scream;The Exorcist;There is something about Mary 2;When Harry met Sally,valence,discard_midpoint,8,6,4,2,True,45,41,30,11,True
4,sensitivity,3x3,R04_S3_V1,3,1,P002;P003;P005;P013;P014;P017;P022;P025,Dangerous Minds;Life is beautiful;Scream;The Exorcist;There is something about Mary 2;When Harry met Sally,valence,midpoint_as_low,8,8,6,2,True,45,45,34,11,True
4,sensitivity,3x3,R04_S3_V1,3,1,P002;P003;P005;P013;P014;P017;P022;P025,Dangerous Minds;Life is beautiful;Scream;The Exorcist;There is something about Mary 2;When Harry met Sally,valence,midpoint_as_high,8,8,4,4,True,45,45,30,15,True
4,sensitivity,3x3,R04_S3_V1,3,1,P002;P003;P005;P013;P014;P017;P022;P025,Dangerous Minds;Life is beautiful;Scream;The Exorcist;There is something about Mary 2;When Harry met Sally,arousal,discard_midpoint,8,8,4,4,True,45,35,14,21,True
4,sensitivity,3x3,R04_S3_V1,3,1,P002;P003;P005;P013;P014;P017;P022;P025,Dangerous Minds;Life is beautiful;Scream;The Exorcist;There is something about Mary 2;When Harry met Sally,arousal,midpoint_as_low,8,8,4,4,True,45,45,24,21,True
4,sensitivity,3x3,R04_S3_V1,3,1,P002;P003;P005;P013;P014;P017;P022;P025,Dangerous Minds;Life is beautiful;Scream;The Exorcist;There is something about Mary 2;When Harry met Sally,arousal,midpoint_as_high,8,8,4,4,True,45,45,14,31,True
4,sensitivity,3x3,R04_S3_V2,3,2,P002;P003;P005;P013;P014;P017;P022;P025,Misery;Mr. Bean;The Champ;The Shining;The Visitors,valence,discard_midpoint,11,7,4,3,True,28,25,19,6,True
4,sensitivity,3x3,R04_S3_V2,3,2,P002;P003;P005;P013;P014;P017;P022;P025,Misery;Mr. Bean;The Champ;The Shining;The Visitors,valence,midpoint_as_low,11,11,8,3,True,28,28,22,6,True
4,sensitivity,3x3,R04_S3_V2,3,2,P002;P003;P005;P013;P014;P017;P022;P025,Misery;Mr. Bean;The Champ;The Shining;The Visitors,valence,midpoint_as_high,11,11,4,7,True,28,28,19,9,True
4,sensitivity,3x3,R04_S3_V2,3,2,P002;P003;P005;P013;P014;P017;P022;P025,Misery;Mr. Bean;The Champ;The Shining;The Visitors,arousal,discard_midpoint,11,9,3,6,True,28,24,13,11,True
4,sensitivity,3x3,R04_S3_V2,3,2,P002;P003;P005;P013;P014;P017;P022;P025,Misery;Mr. Bean;The Champ;The Shining;The Visitors,arousal,midpoint_as_low,11,11,5,6,True,28,28,17,11,True
4,sensitivity,3x3,R04_S3_V2,3,2,P002;P003;P005;P013;P014;P017;P022;P025,Misery;Mr. Bean;The Champ;The Shining;The Visitors,arousal,midpoint_as_high,11,11,3,8,True,28,28,13,15,True
4,sensitivity,3x3,R04_S3_V3,3,3,P002;P003;P005;P013;P014;P017;P022;P025,28 days later;Fish called Wanda;My girl;The Shining 2;There is something about Mary,valence,discard_midpoint,11,8,5,3,True,47,42,31,11,True
4,sensitivity,3x3,R04_S3_V3,3,3,P002;P003;P005;P013;P014;P017;P022;P025,28 days later;Fish called Wanda;My girl;The Shining 2;There is something about Mary,valence,midpoint_as_low,11,11,8,3,True,47,47,36,11,True
4,sensitivity,3x3,R04_S3_V3,3,3,P002;P003;P005;P013;P014;P017;P022;P025,28 days later;Fish called Wanda;My girl;The Shining 2;There is something about Mary,valence,midpoint_as_high,11,11,5,6,True,47,47,31,16,True
4,sensitivity,3x3,R04_S3_V3,3,3,P002;P003;P005;P013;P014;P017;P022;P025,28 days later;Fish called Wanda;My girl;The Shining 2;There is something about Mary,arousal,discard_midpoint,11,7,4,3,True,47,35,17,18,True
4,sensitivity,3x3,R04_S3_V3,3,3,P002;P003;P005;P013;P014;P017;P022;P025,28 days later;Fish called Wanda;My girl;The Shining 2;There is something about Mary,arousal,midpoint_as_low,11,11,8,3,True,47,47,29,18,True
4,sensitivity,3x3,R04_S3_V3,3,3,P002;P003;P005;P013;P014;P017;P022;P025,28 days later;Fish called Wanda;My girl;The Shining 2;There is something about Mary,arousal,midpoint_as_high,11,11,4,7,True,47,47,17,30,True
